"RX_ProgID","ProgID","RX_ProgName","RX_ProgDescription","TotalCost","FTE","ProgName","ProgDescription","PBBComment","BudgetNote","Personnel","NonPersonnel","Revenue","BudgetName","BudgetYear","Org","Pop","DatabaseName","Lat","Long"
634,466,"Fire Hydrant Maintenance and Repairs","Fire hydrants are inspected and tested to verify that they are working properly   Repairs are performed as needed",318126.398184356,2.46,"Fire Hydrant Flushing Program","Annual flushing of publicly-owned fire hydrants, check operation, clear water main sediment","Status Quo",NA,191628.66,126497.738184356,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
219,328,"Golf Grounds Maintenance","Maintenance of the golf course",315358.1593,1.12,"Golf Course Maintenance","Maintenance of 27 hole golf course, 3 practice holes, driving range, cart path, tree removal and plantings. Over sees 6.29 contracted FTE's. Customer service of Pro Shop sales, tee time scheduling and answer phone calls for a 27 hole golf course with 3 practice holes and driving range.","Status Quo",NA,125242.1593,190116,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
279,411,"Drainage Maintenance","Repair and improve drainage  inspect and maintain ditches and culverts",314137.75,3.25,"Major Street Drainage, Storm Ponds, Culverts and Ditch Maintenance","Major Street Stormwater Outreach, Website and Management","Status Quo",NA,276226.75,37911,0,"Proposed",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
279,411,"Drainage Maintenance","Repair and improve drainage  inspect and maintain ditches and culverts",312896.05,3.25,"Major Street Drainage, Storm Ponds, Culverts and Ditch Maintenance","Major Street Stormwater Outreach, Website and Management","Status Quo",NA,279276.05,33620,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
660,469,"Water Service Line Replacements","Manage the City s water service line replacement projects",310807.431985845,2.17,"Service Line Improvement Program","Replacement of inoperable curb stops and 360 degree stops discovered during delinquent shut offs 401 Service Line Retirement - Cut & Caps Retirement of service lines on the customer side of the valve/stop, building demolitions","Status Quo",NA,177911.79,132895.641985845,0,"Proposed",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
325,143,"End User Hardware and Software Training","User technology resource and policy training",310332.298121019,1.785,"Tech and User Support","All aspects of front-line end-user support: helpdesk functions, antivirus, onboarding, training, etc","Status Quo",NA,124127.465,186204.833121019,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
325,143,"End User Hardware and Software Training","User technology resource and policy training",308083.834904458,1.785,"Tech and User Support","All aspects of front-line end-user support: helpdesk functions, antivirus, onboarding, training, etc","Status Quo",NA,126309.44,181774.394904458,0,"Proposed",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
623,483,"Annual Water Quality Report","Create report with the most recent water quality data representing the type of water delivered to the city s customers",302327.280304108,0.935,"Water Quality Monitoring and Reporting","Water quality sampling, weekly & quarterly sampling, repeat sampling","Status Quo",NA,79248.106,223079.174304108,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
666,485,"Well Rehabilitation & Repair","Rehabilitation and repair of the wells extends the life of the equipment used for pumping drinking water",294683.417564324,0.86575,"Well & Pump Maintenance","Work with vendor on all well & pump maintenance and repairs","Status Quo",NA,77156.5115,217526.906064324,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
660,469,"Water Service Line Replacements","Manage the City s water service line replacement projects",285954.58847054,2.17,"Service Line Improvement Program","Replacement of inoperable curb stops and 360 degree stops discovered during delinquent shut offs 401 Service Line Retirement - Cut & Caps Retirement of service lines on the customer side of the valve/stop, building demolitions","Status Quo",NA,174368.7374,111585.85107054,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
623,483,"Annual Water Quality Report","Create report with the most recent water quality data representing the type of water delivered to the city s customers",277718.373173276,1.135,"Water Quality Monitoring and Reporting","Water quality sampling, weekly & quarterly sampling, repeat sampling","Status Quo",NA,92702.565,185015.808173276,0,"Proposed",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
666,485,"Well Rehabilitation & Repair","Rehabilitation and repair of the wells extends the life of the equipment used for pumping drinking water",276139.836063828,1.10675,"Well & Pump Maintenance","Work with vendor on all well & pump maintenance and repairs","Status Quo",NA,95727.7365000002,180412.099563828,0,"Proposed",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
549,553,"Custodial Cleaning Services","Clean  sanitize and restock products at city facilities",275273.267162737,1.2304,"DPW Building Custodial Services and Supplies","Manage DPW custodial contract as well as inventory of facility supplies, i.e., paper, trash liners, cleaners, and sanitary products","Status Quo",NA,76177.7132,199095.553962736,0,"Proposed",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
481,262,"Records Management","Crime data records management system available to internal and external customers",270781.204166667,2.55,"Records Management","Purge records as required by the Records Retention Schedule.  Manage, report and share information obtained from dispatch that is ready to be put into RMS.  Set up system and monitor its use for transcription.  Review, assess and manage the quality of the RMS to ensure that all data provided is accurate and correct.  Type all priority and non-priority reports into the RMS system so it can be used in court cases and obtained by citizens.  Review every record within the system to ensure that all areas are complete.  Manage the compliance and Data located in the RMS.","Status Quo",NA,178583.6875,92197.5166666667,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
549,553,"Custodial Cleaning Services","Clean  sanitize and restock products at city facilities",265184.287645772,1.2304,"DPW Building Custodial Services and Supplies","Manage DPW custodial contract as well as inventory of facility supplies, i.e., paper, trash liners, cleaners, and sanitary products","Status Quo",NA,77544.5241,187639.763545772,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
